0	0
4	0
8	194
12	484
16	849
20	1795
24	5226
28	8059
32	15965
36	22132
40	37159
44	53926
48	74530
52	98606
56	120297
60	153231
64	198539
68	242969
72	311491
76	408736
80	514191
84	701398
88	962332
92	1284326
96	1702042
100	2267887
104	2876891
108	3529492
112	4160195
116	4794314
120	5336339
124	5852897
128	6375284
132	7110838
136	8073652
140	9331773
144	10847544
148	12501982
152	14140070
156	15279378
160	16155956
164	16546300
168	16357453
172	16046514
176	15871904
180	16341150
184	17287888
188	18538162
192	19952476
196	21217950
200	22018980
204	22837776
208	24146786
212	26488652
216	30081458
220	35430354
224	42265028
228	49718434
232	56633295
236	62930190
240	68538556
244	72890315
248	77055763
252	83220235
256	92741694
260	105719318
264	121822266
268	138740525
272	154450292
276	165514753
280	170214343
284	170649612
288	166380586
292	161561135
296	158436599
300	160057828
304	166005547
308	173530088
312	180300765
316	182868434
320	179848919
324	172042707
328	162593506
332	154546247
336	150856088
340	151931208
344	156229321
348	162469833
352	166952588
356	167951749
360	165770407
364	162240153
368	159481496
372	160046540
376	165412298
380	175157595
384	187880474
388	198992324
392	206961754
396	208902196
400	205443710
404	197975927
408	190715361
412	185272242
416	183425013
420	184894649
424	188652638
428	192086439
432	193023334
436	191749195
440	189098856
444	187387276
448	187762967
452	192376609
456	198764199
460	206300945
464	211949183
468	213367004
472	211833841
476	208200188
480	204058766
484	202208795
488	205404929
492	212415100
496	221652303
500	230340439
504	236486633
508	238961299
512	240323560
516	243719859
520	252032966
524	267645905
528	291170011
532	319246860
536	348012059
540	374104168
544	395497614
548	412026897
552	428134279
556	448725805
560	479214697
564	523328025
568	578452349
572	638916310
576	693673738
580	733969510
584	751642004
588	748507317
592	732827393
596	713252788
600	698561596
604	697003676
608	707651369
612	724443655
616	738363267
620	741340015
624	729323368
628	703554114
632	670159886
636	640715132
640	621647196
644	617075914
648	624412626
652	635837681
656	647063190
660	648722266
664	641708386
668	628482262
672	617014801
676	612642988
680	620226288
684	640007814
688	665184265
692	689800575
696	703144371
700	701007734
704	682779325
708	652511098
712	616946909
716	584769666
720	560623749
724	545442241
728	535332741
732	525994413
736	513297479
740	493680682
744	468551575
748	441691304
752	417385009
756	397086425
760	382626797
764	372743971
768	363781348
772	354182930
776	341537038
780	326400771
784	310106508
788	295318499
792	284735249
796	278239077
800	274802411
804	273433270
808	271266968
812	268085421
816	262567401
820	256311347
824	252024882
828	249810642
832	250598240
836	254628496
840	260344916
844	264844997
848	267458822
852	268486806
856	269217411
860	270149702
864	273962669
868	282395556
872	293137261
876	305853265
880	316413843
884	323553682
888	324982390
892	320860295
896	312609487
900	302888178
904	292975312
908	284907595
912	279582213
916	276002518
920	272530879
924	269420610
928	264810073
932	259757776
936	254037252
940	249132656
944	245812402
948	244905488
952	246790232
956	251530440
960	258835855
964	266748017
968	276340164
972	285056395
976	294176784
980	303216528
984	312605379
988	322906055
992	336987138
996	354167138
1000	374730449
1004	398181609
1008	421177179
1012	441380627
1016	456119382
1020	462878141
1024	462276563
1028	456201628
1032	448485910
1036	440637117
1040	437485427
1044	437303389
1048	440127927
1052	441932486
1056	441707542
1060	434991265
1064	423529868
1068	409246493
1072	395499122
1076	385882255
1080	379884378
1084	379493208
1088	382363312
1092	385270529
1096	386437023
1100	385603964
1104	382444800
1108	379551010
1112	379347067
1116	384304951
1120	393837088
1124	405384709
1128	417900530
1132	427347241
1136	430223827
1140	427314358
1144	418955013
1148	407906831
1152	397054335
1156	389450492
1160	384878060
1164	382810498
1168	381866137
1172	380073908
1176	377351080
1180	372914837
1184	370380821
1188	368341219
1192	369744272
1196	373146397
1200	377791374
1204	382208385
1208	382929036
1212	381010208
1216	376424466
1220	371575228
1224	368337878
1228	368049060
1232	370852651
1236	376821013
1240	383602273
1244	388984987
1248	392497194
1252	395434630
1256	398987711
1260	404801713
1264	416133422
1268	432650570
1272	453388405
1276	475788460
1280	498111235
1284	517329384
1288	533732183
1292	549134849
1296	566413822
1300	589049304
1304	617176848
1308	650176266
1312	684906789
1316	715667814
1320	736935887
1324	745461724
1328	742388451
1332	726866681
1336	706980492
1340	687302292
1344	671004578
1348	659209971
1352	650976824
1356	644399147
1360	634438032
1364	617784678
1368	596343650
1372	572523366
1376	550184655
1380	531295910
1384	518769952
1388	511797883
1392	509077327
1396	506529588
1400	502672665
1404	495636403
1408	486147228
1412	475751365
1416	467057419
1420	462347407
1424	461123178
1428	462176375
1432	463031738
1436	459901709
1440	451252568
1444	436575198
1448	417453392
1452	394763497
1456	372698010
1460	352467301
1464	334699518
1468	319564088
1472	306966690
1476	293882827
1480	280469033
1484	267352122
1488	253443656
1492	241320704
1496	230779166
1500	222417353
1504	214598993
1508	208191093
1512	201336598
1516	193580785
1520	185673108
1524	176979527
1528	168657229
1532	161619205
1536	156188679
1540	151500593
1544	147639351
1548	144306309
1552	141274609
1556	137702233
1560	135200644
1564	132625095
1568	130995583
1572	130389648
1576	130722844
1580	131612721
1584	132339754
1588	132405645
1592	132076876
1596	131385628
1600	130571208
1604	130104804
1608	130073672
1612	130920816
1616	131646180
1620	132018812
1624	130958637
1628	129005636
1632	124840802
1636	120156829
1640	114210548
1644	108372637
1648	103011542
1652	97534669
1656	93257739
1660	89406980
1664	85807122
1668	82306323
1672	78969033
1676	75787713
1680	72821531
1684	70658508
1688	69000727
1692	68306312
1696	67495498
1700	67158923
1704	66890351
1708	66563098
1712	66346358
1716	65907852
1720	65347476
1724	64867995
1728	64190647
1732	63813301
1736	64107813
1740	63465373
1744	63254200
1748	63157550
1752	62792342
1756	61372808
1760	59350668
1764	57258494
1768	54846961
1772	52131095
1776	49384243
1780	47059648
1784	44918077
1788	42884881
1792	40965576
1796	39231945
1800	37489310
1804	35916142
1808	34077460
1812	32556191
1816	31035556
1820	30017633
1824	29177584
1828	28369881
1832	27705926
1836	27141071
1840	26569968
1844	26029505
1848	25408824
1852	25028927
1856	24832420
1860	24793882
1864	24877453
1868	25145142
1872	25116660
1876	25357786
1880	25501203
1884	25574579
1888	25714368
1892	25914101
1896	25997409
1900	26185424
1904	26445256
1908	26604511
1912	26586947
1916	26873203
1920	27073692
1924	27177256
1928	27592668
1932	28153838
1936	28587578
1940	29201969
1944	29604079
1948	29939230
1952	30182278
1956	30802747
1960	31280361
1964	32436190
1968	33508324
1972	34810705
1976	36312257
1980	37966279
1984	39799404
1988	41713431
1992	43929367
1996	46579347
2000	49570546
2004	52838612
2008	56436173
2012	60300933
2016	63090020
2020	65682418
2024	67423507
2028	68339161
2032	68643048
2036	68961647
2040	69036225
2044	69463545
2048	69864946
2052	70286551
2056	70187514
2060	69857675
2064	69030537
2068	67692439
2072	66073663
2076	64285243
2080	62987876
2084	62356735
2088	61553565
2092	61131681
2096	61080207
2100	60799878
2104	60642269
2108	60432449
2112	60285432
2116	60720540
2120	61266386
2124	62091594
2128	63182410
2132	63799877
2136	64163884
2140	63975286
2144	63454257
2148	62103700
2152	61106014
2156	59903717
2160	58658942
2164	57970382
2168	57116511
2172	56614258
2176	56215232
2180	55353516
2184	55034430
2188	54765369
2192	54591391
2196	54548335
2200	54343648
2204	54524817
2208	54391140
2212	54580741
2216	54422475
2220	53913861
2224	53629143
2228	53380316
2232	53602688
2236	54113075
2240	54543263
2244	55005209
2248	55680941
2252	56432260
2256	57301785
2260	58268926
2264	59720105
2268	61621074
2272	63771425
2276	66309919
2280	68983043
2284	71693712
2288	74114157
2292	77109960
2296	79822476
2300	82872226
2304	86427628
2308	90300098
2312	94001834
2316	97592426
2320	99899776
2324	101287002
2328	102092086
2332	101305279
2336	99937316
2340	98058596
2344	96081477
2348	94269093
2352	92610256
2356	90975653
2360	89104923
2364	86942728
2368	84583171
2372	82143684
2376	79356047
2380	77120303
2384	75434876
2388	73706694
2392	72694632
2396	71867711
2400	71047946
2404	70068456
2408	69221224
2412	68294414
2416	67298843
2420	66500719
2424	66078203
2428	65486477
2432	64987885
2436	64242097
2440	63000814
2444	61630990
2448	59495964
2452	57007540
2456	54370960
2460	51509156
2464	49225087
2468	46461354
2472	44532153
2476	42640284
2480	40444437
2484	38667907
2488	36911648
2492	35217490
2496	33787605
2500	32306762
2504	31052084
2508	29927503
2512	28869354
2516	27830165
2520	26692203
2524	25793741
2528	24749753
2532	23587950
2536	22862640
2540	22120956
2544	21469170
2548	20942582
2552	20447686
2556	20079542
2560	19741180
2564	19422773
2568	19423480
2572	19241577
2576	19149499
2580	19405048
2584	19513286
2588	19593822
2592	19697784
2596	19935671
2600	20094836
2604	20160555
2608	20405629
2612	20833127
2616	21005209
2620	21216753
2624	21475172
2628	21579498
2632	21403398
2636	21238127
2640	20821844
2644	20496817
2648	20022845
2652	19560324
2656	19182391
2660	18635670
2664	18301554
2668	18129458
2672	17825417
2676	17658114
2680	17516960
2684	17482556
2688	17367679
2692	17616607
2696	17715766
2700	17958764
2704	18474036
2708	18815571
2712	19439926
2716	19840087
2720	20507373
2724	20854958
2728	21630782
2732	22195183
2736	22746696
2740	23658138
2744	24333491
2748	24893499
2752	25597456
2756	25986962
2760	26226830
2764	26351048
2768	25984588
2772	25753683
2776	25302159
2780	24697924
2784	24125559
2788	23637313
2792	23259506
2796	22708903
2800	22217319
2804	21639480
2808	21008553
2812	20424386
2816	19805874
2820	19374417
2824	18891922
2828	18452281
2832	18344123
2836	18032040
2840	17895135
2844	17672659
2848	17365033
2852	17238913
2856	17107073
2860	17046246
2864	16950664
2868	17005708
2872	16775373
2876	16738309
2880	16519400
2884	16169123
2888	15690362
2892	15309764
2896	14962175
2900	14659601
2904	14316115
2908	14049074
2912	13739522
2916	13463686
2920	13408202
2924	13164514
2928	13003589
2932	12966728
2936	12923671
2940	12852463
2944	12774648
2948	12733892
2952	12559908
2956	12462525
2960	12270220
2964	12086929
2968	11858631
2972	11749913
2976	11590259
2980	11530068
2984	11484393
2988	11444219
2992	11403326
2996	11455603
3000	11600192
3004	11552116
3008	11717087
3012	11878783
3016	12130898
3020	12335096
3024	12609282
3028	12779618
3032	12861893
3036	13104822
3040	13281495
3044	13358705
3048	13399757
3052	13533602
3056	13557390
3060	13617888
3064	13249973
3068	13024925
3072	12736933
3076	12261552
3080	11698166
3084	11217246
3088	10689301
3092	10110598
3096	9725791
3100	9164977
3104	8736440
3108	8418703
3112	7881987
3116	7582169
